ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,REVENUE/EXPENSES,BUDGET
628,31-08-2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6350
629,31-08-2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1588
630,31-08-2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,117500
631,31-08-2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,400000
632,31-08-2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,70000
633,31-08-2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,20000
634,31-08-2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,20700
635,31-08-2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,33000
636,31-08-2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
637,31-08-2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
638,31-08-2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
639,31-08-2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3700
640,31-08-2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,41000
641,31-08-2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3280
642,31-08-2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4100
643,31-08-2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1025
644,31-08-2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,45800
645,31-08-2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
646,31-08-2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
647,31-08-2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
648,31-08-2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1850
649,31-08-2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1800
650,31-08-2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
651,31-08-2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
652,31-08-2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,95000
653,31-08-2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7600
654,31-08-2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9500
655,31-08-2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2375
656,31-08-2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,34000
657,31-08-2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,74500
658,31-08-2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5960
659,31-08-2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7450
660,31-08-2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1863
661,30-09-2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,63500
662,30-09-2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5080
663,30-09-2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6350
664,30-09-2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1588
665,30-09-2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,120000
666,30-09-2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,400000
667,30-09-2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,70000
668,30-09-2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,20000
669,30-09-2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,20800
670,30-09-2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,33800
671,30-09-2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
672,30-09-2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
673,30-09-2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
674,30-09-2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3800
675,30-09-2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,41000
676,30-09-2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3280
677,30-09-2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4100
678,30-09-2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1025
679,30-09-2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,44800
680,30-09-2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
681,30-09-2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
682,30-09-2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
683,30-09-2023,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,3200
684,30-09-2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1900
685,30-09-2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
686,30-09-2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
687,30-09-2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
688,30-09-2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,97000
689,30-09-2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7760
690,30-09-2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9700
691,30-09-2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2425
692,30-09-2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,35000
693,30-09-2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,74500
694,30-09-2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5960
695,30-09-2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7450
696,30-09-2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1863
697,30-09-2023,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,4500
698,30-09-2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,2500
699,30-09-2023,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,3500
700,31-10-2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
701,31-10-2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
702,31-10-2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
703,31-10-2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
704,31-10-2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,122500
705,31-10-2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,400000
706,31-10-2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,75000
707,31-10-2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,20000
708,31-10-2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,20900
709,31-10-2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,37500
710,31-10-2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
711,31-10-2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
712,31-10-2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
713,31-10-2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3900
714,31-10-2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,46000
715,31-10-2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3680
716,31-10-2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4600
717,31-10-2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1150
718,31-10-2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,46500
719,31-10-2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
720,31-10-2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
721,31-10-2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
722,31-10-2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1900
723,31-10-2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
724,31-10-2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
725,31-10-2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
726,31-10-2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,97000
727,31-10-2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7760
728,31-10-2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9700
729,31-10-2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2425
730,31-10-2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,36000
731,31-10-2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
732,31-10-2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
733,31-10-2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
734,31-10-2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
735,30-11-2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
736,30-11-2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
737,30-11-2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
738,30-11-2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
739,30-11-2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,125000
740,30-11-2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,450000
741,30-11-2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,75000
742,30-11-2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,22500
743,30-11-2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,23000
744,30-11-2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,41500
745,30-11-2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
746,30-11-2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
747,30-11-2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
748,30-11-2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,4000
749,30-11-2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,46000
750,30-11-2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3680
751,30-11-2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4600
752,30-11-2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1150
753,30-11-2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,48500
754,30-11-2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
755,30-11-2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
756,30-11-2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
757,30-11-2023,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,3400
758,30-11-2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1950
759,30-11-2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
760,30-11-2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
761,30-11-2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
762,30-11-2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
763,30-11-2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
764,30-11-2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
765,30-11-2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
766,30-11-2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,37000
767,30-11-2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
768,30-11-2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
769,30-11-2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
770,30-11-2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
771,30-11-2023,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,4500
772,30-11-2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,2500
773,30-11-2023,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,3500
774,31-12-2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
775,31-12-2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
776,31-12-2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
777,31-12-2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
778,31-12-2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,127500
779,31-12-2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,450000
780,31-12-2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,75000
781,31-12-2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,22500
782,31-12-2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,23100
783,31-12-2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,46500
784,31-12-2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
785,31-12-2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
786,31-12-2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
787,31-12-2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,4100
788,31-12-2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,46000
789,31-12-2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3680
790,31-12-2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4600
791,31-12-2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1150
792,31-12-2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,50800
793,31-12-2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
794,31-12-2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
795,31-12-2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
796,31-12-2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1950
797,31-12-2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
798,31-12-2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
799,31-12-2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
800,31-12-2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
801,31-12-2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
802,31-12-2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
803,31-12-2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
804,31-12-2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,38000
805,31-12-2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
806,31-12-2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
807,31-12-2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
808,31-12-2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
809,31-01-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
810,31-01-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
811,31-01-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
812,31-01-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
813,31-01-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,130000
814,31-01-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,450000
815,31-01-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,80000
816,31-01-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,22500
817,31-01-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,23200
818,31-01-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,37000
819,31-01-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
820,31-01-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
821,31-01-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
822,31-01-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,51000
823,31-01-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4080
824,31-01-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5100
825,31-01-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1275
826,31-01-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,49800
827,31-01-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
828,31-01-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
829,31-01-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
830,31-01-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
831,31-01-2024,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,2500
832,31-01-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
833,31-01-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
834,31-01-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
835,31-01-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
836,31-01-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
837,31-01-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
838,31-01-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
839,31-01-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,39000
840,31-01-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
841,31-01-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
842,31-01-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
843,31-01-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
844,31-01-2024,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,5000
845,31-01-2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,7500
846,31-01-2024,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,10000
847,29-02-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
848,29-02-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
849,29-02-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
850,29-02-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
851,29-02-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,132500
852,29-02-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,475000
853,29-02-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,80000
854,29-02-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,23750
855,29-02-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,24300
856,29-02-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,35800
857,29-02-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
858,29-02-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
859,29-02-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
860,29-02-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,51000
861,29-02-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4080
862,29-02-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5100
863,29-02-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1275
864,29-02-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,51500
865,29-02-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
866,29-02-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
867,29-02-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
868,29-02-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
869,29-02-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
870,29-02-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
871,29-02-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
872,29-02-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
873,29-02-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
874,29-02-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
875,29-02-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
876,29-02-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,40000
877,29-02-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
878,29-02-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
879,29-02-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
880,29-02-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
881,31-03-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,66500
882,31-03-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5320
883,31-03-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6650
884,31-03-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1663
885,31-03-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,135000
886,31-03-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,475000
887,31-03-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,80000
888,31-03-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,23750
889,31-03-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,24400
890,31-03-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,36500
891,31-03-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
892,31-03-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
893,31-03-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
894,31-03-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,51000
895,31-03-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4080
896,31-03-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5100
897,31-03-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1275
898,31-03-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,53500
899,31-03-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
900,31-03-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
901,31-03-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
902,31-03-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
903,31-03-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
904,31-03-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
905,31-03-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
906,31-03-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
907,31-03-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
908,31-03-2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
909,31-03-2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
910,31-03-2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,41000
911,31-03-2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,77500
912,31-03-2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6200
913,31-03-2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7750
914,31-03-2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1938
915,30-04-2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,66500
916,30-04-2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5320
917,30-04-2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6650
918,30-04-2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1663
919,30-04-2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,137500
920,30-04-2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,475000
921,30-04-2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,85000
922,30-04-2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,23750
923,30-04-2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,24500
924,30-04-2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,37200
925,30-04-2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
926,30-04-2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
927,30-04-2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
928,30-04-2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,56000
929,30-04-2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4480
930,30-04-2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5600
931,30-04-2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1400
932,30-04-2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,55800
933,30-04-2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
934,30-04-2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
935,30-04-2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
936,30-04-2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
937,30-04-2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
938,30-04-2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
939,30-04-2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
940,30-04-2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,101000
941,30-04-2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8080
