id,date,cod_account,account,short_class,class,revenueexpenses,budget
630,2023-08-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,117500
631,2023-08-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,400000
632,2023-08-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,70000
633,2023-08-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,20000
634,2023-08-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,20700
635,2023-08-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,33000
636,2023-08-31,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
637,2023-08-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
638,2023-08-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
639,2023-08-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3700
640,2023-08-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,41000
641,2023-08-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3280
642,2023-08-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4100
643,2023-08-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1025
644,2023-08-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,45800
645,2023-08-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
646,2023-08-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
647,2023-08-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
648,2023-08-31,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1850
649,2023-08-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1800
650,2023-08-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
651,2023-08-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
652,2023-08-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,95000
653,2023-08-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7600
654,2023-08-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9500
655,2023-08-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2375
656,2023-08-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,34000
657,2023-08-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,74500
658,2023-08-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5960
659,2023-08-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7450
660,2023-08-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1863
661,2023-09-30,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,63500
662,2023-09-30,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5080
663,2023-09-30,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6350
664,2023-09-30,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1588
665,2023-09-30,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,120000
666,2023-09-30,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,400000
667,2023-09-30,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,70000
668,2023-09-30,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,20000
669,2023-09-30,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,20800
670,2023-09-30,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,33800
671,2023-09-30,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
672,2023-09-30,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
673,2023-09-30,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
674,2023-09-30,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3800
675,2023-09-30,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,41000
676,2023-09-30,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3280
677,2023-09-30,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4100
678,2023-09-30,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1025
679,2023-09-30,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,44800
680,2023-09-30,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
681,2023-09-30,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
682,2023-09-30,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
683,2023-09-30,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,3200
684,2023-09-30,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1900
685,2023-09-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
686,2023-09-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
687,2023-09-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
688,2023-09-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,97000
689,2023-09-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7760
690,2023-09-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9700
691,2023-09-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2425
692,2023-09-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,35000
693,2023-09-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,74500
694,2023-09-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5960
695,2023-09-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7450
696,2023-09-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1863
697,2023-09-30,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,4500
698,2023-09-30,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,2500
699,2023-09-30,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,3500
700,2023-10-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
701,2023-10-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
702,2023-10-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
703,2023-10-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
704,2023-10-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,122500
705,2023-10-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,400000
706,2023-10-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,75000
707,2023-10-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,20000
708,2023-10-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,20900
709,2023-10-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,37500
710,2023-10-31,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
711,2023-10-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
712,2023-10-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
713,2023-10-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3900
714,2023-10-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,46000
715,2023-10-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3680
716,2023-10-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4600
717,2023-10-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1150
718,2023-10-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,46500
719,2023-10-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
720,2023-10-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
721,2023-10-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
722,2023-10-31,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1900
723,2023-10-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
724,2023-10-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
725,2023-10-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
726,2023-10-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,97000
727,2023-10-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7760
728,2023-10-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9700
729,2023-10-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2425
730,2023-10-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,36000
731,2023-10-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
732,2023-10-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
733,2023-10-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
734,2023-10-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
735,2023-11-30,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
736,2023-11-30,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
737,2023-11-30,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
738,2023-11-30,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
739,2023-11-30,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,125000
740,2023-11-30,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,450000
741,2023-11-30,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,75000
742,2023-11-30,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,22500
743,2023-11-30,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,23000
744,2023-11-30,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,41500
745,2023-11-30,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
746,2023-11-30,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
747,2023-11-30,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
748,2023-11-30,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,4000
749,2023-11-30,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,46000
750,2023-11-30,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3680
751,2023-11-30,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4600
752,2023-11-30,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1150
753,2023-11-30,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,48500
754,2023-11-30,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
755,2023-11-30,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
756,2023-11-30,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
757,2023-11-30,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,3400
758,2023-11-30,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1950
759,2023-11-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
760,2023-11-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
761,2023-11-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
762,2023-11-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
763,2023-11-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
764,2023-11-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
765,2023-11-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
766,2023-11-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,37000
767,2023-11-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
768,2023-11-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
769,2023-11-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
770,2023-11-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
771,2023-11-30,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,4500
772,2023-11-30,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,2500
773,2023-11-30,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,3500
774,2023-12-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
775,2023-12-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
776,2023-12-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
777,2023-12-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
778,2023-12-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,127500
779,2023-12-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,450000
780,2023-12-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,75000
781,2023-12-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,22500
782,2023-12-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,23100
783,2023-12-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,46500
784,2023-12-31,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
785,2023-12-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
786,2023-12-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
787,2023-12-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,4100
788,2023-12-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,46000
789,2023-12-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3680
790,2023-12-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4600
791,2023-12-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1150
792,2023-12-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,50800
793,2023-12-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
794,2023-12-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
795,2023-12-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
796,2023-12-31,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1950
797,2023-12-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
798,2023-12-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
799,2023-12-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
800,2023-12-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
801,2023-12-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
802,2023-12-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
803,2023-12-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
804,2023-12-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,38000
805,2023-12-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
806,2023-12-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
807,2023-12-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
808,2023-12-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
809,2024-01-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
810,2024-01-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
811,2024-01-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
812,2024-01-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
813,2024-01-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,130000
814,2024-01-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,450000
815,2024-01-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,80000
816,2024-01-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,22500
817,2024-01-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,23200
818,2024-01-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,37000
819,2024-01-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
820,2024-01-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
821,2024-01-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
822,2024-01-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,51000
823,2024-01-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4080
824,2024-01-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5100
825,2024-01-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1275
826,2024-01-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,49800
827,2024-01-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
828,2024-01-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
829,2024-01-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
830,2024-01-31,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
831,2024-01-31,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,2500
832,2024-01-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1900
833,2024-01-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
834,2024-01-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
835,2024-01-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
836,2024-01-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
837,2024-01-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
838,2024-01-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
839,2024-01-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,39000
840,2024-01-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
841,2024-01-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
842,2024-01-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
843,2024-01-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
844,2024-01-31,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,5000
845,2024-01-31,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,7500
846,2024-01-31,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,10000
847,2024-02-29,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,65000
848,2024-02-29,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5200
849,2024-02-29,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6500
850,2024-02-29,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1625
851,2024-02-29,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,132500
852,2024-02-29,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,475000
853,2024-02-29,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,80000
854,2024-02-29,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,23750
855,2024-02-29,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,24300
856,2024-02-29,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,35800
857,2024-02-29,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
858,2024-02-29,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
859,2024-02-29,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
860,2024-02-29,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,51000
861,2024-02-29,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4080
862,2024-02-29,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5100
863,2024-02-29,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1275
864,2024-02-29,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,51500
865,2024-02-29,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
866,2024-02-29,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
867,2024-02-29,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
868,2024-02-29,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
869,2024-02-29,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
870,2024-02-29,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
871,2024-02-29,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
872,2024-02-29,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
873,2024-02-29,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
874,2024-02-29,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
875,2024-02-29,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
876,2024-02-29,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,40000
877,2024-02-29,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,76000
878,2024-02-29,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6080
879,2024-02-29,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7600
880,2024-02-29,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1900
881,2024-03-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,66500
882,2024-03-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5320
883,2024-03-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6650
884,2024-03-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1663
885,2024-03-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,135000
886,2024-03-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,475000
887,2024-03-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,80000
888,2024-03-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,23750
889,2024-03-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,24400
890,2024-03-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,36500
891,2024-03-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
892,2024-03-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
893,2024-03-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
894,2024-03-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,51000
895,2024-03-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4080
896,2024-03-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5100
897,2024-03-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1275
898,2024-03-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,53500
899,2024-03-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
900,2024-03-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
901,2024-03-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
902,2024-03-31,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
903,2024-03-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
904,2024-03-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
905,2024-03-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
906,2024-03-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,99000
907,2024-03-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7920
908,2024-03-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9900
909,2024-03-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2475
910,2024-03-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,41000
911,2024-03-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,77500
912,2024-03-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,6200
913,2024-03-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7750
914,2024-03-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1938
915,2024-04-30,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,66500
916,2024-04-30,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5320
917,2024-04-30,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6650
918,2024-04-30,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1663
919,2024-04-30,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,137500
920,2024-04-30,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,475000
921,2024-04-30,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,85000
922,2024-04-30,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,23750
923,2024-04-30,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,24500
924,2024-04-30,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,37200
925,2024-04-30,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4100
926,2024-04-30,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,5100
927,2024-04-30,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,16500
928,2024-04-30,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,56000
929,2024-04-30,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,4480
930,2024-04-30,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,5600
931,2024-04-30,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1400
932,2024-04-30,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,55800
933,2024-04-30,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,9200
934,2024-04-30,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,5500
935,2024-04-30,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,8200
936,2024-04-30,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,27800
937,2024-04-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,2000
938,2024-04-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2900
939,2024-04-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,3000
940,2024-04-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,101000
941,2024-04-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,8080
942,2024-04-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,10100
943,2024-04-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2525
944,2024-04-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,42000
